id,pop,num_in_file,lat,lon,INSTCODE,ACCENUMB,acc_name,collection_site,province,elevation,eval,copy,duplicates,Cluster6,Cluster8,pop2,pop3,Plate,Genotype
ZM8998,Zambia,237,-16.55716,26.72531,ZMB048,ZM8998,Mukakandongwe,Choma,Southern province,1240,keep,Zambia,Zambia,Cluster6,Cluster3,keep,keep,DSp22-7458_1,ZM8998
ZM8993,Zambia,238,-16.53412,26.69318,ZMB048,ZM8993,Shanga ubone,Choma,Southern province,1230,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8993
ZM8979,Zambia,239,-16.54198,26.6679,ZMB048,ZM8979,Yellow,Choma,Southern province,1244,keep,Zambia,Zambia,Cluster2,Cluster7,keep,keep,DSp22-7458_1,ZM8979
ZM8997,Zambia,241,-16.55716,26.72531,ZMB048,ZM8997,PAM,Choma,Southern province,1240,keep,Zambia,Zambia,Cluster1,Cluster4,keep,keep,DSp22-7458_1,ZM8997
ZM8971,Zambia,242,-16.54198,26.6679,ZMB048,ZM8971,Shanga ubone,Choma,Southern province,1244,keep,Zambia,Zambia,Cluster6,Cluster6,keep,keep,DSp22-7458_1,ZM8971
ZM8994,Zambia,243,-16.53412,26.69318,ZMB048,ZM8994,Mukakandongwe,Choma,Southern province,1230,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM8994
ZM8987,Zambia,244,-16.50905,26.69154,ZMB048,ZM8987,Shanga ubone,Choma,Southern province,1211,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8987
ZM8963_2,Zambia,245,-16.51255,26.68789,ZMB048,ZM8963,Navik,Choma,Southern province,1197,keep,copy,copy1,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM8963_2
ZM9003,Zambia,246,-16.57605,26.76313,ZMB048,ZM9003,Mukakandongwe,Choma,Southern province,1275,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM9003
ZM8986,Zambia,247,-16.50905,26.69154,ZMB048,ZM8986,NA,Choma,Southern province,1211,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM8986
ZM8965_2,Zambia,248,-16.51255,26.68789,ZMB048,ZM8965,Chirundu,Choma,Southern province,1197,keep,copy,copy3,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8965_2
ZM9007,Zambia,249,-16.57605,26.76313,ZMB048,ZM9007,Jaya kunona,Choma,Southern province,1275,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM9007
ZM8975,Zambia,250,-16.54198,26.6679,ZMB048,ZM8975,Shanga ubone,Choma,Southern province,1244,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8975
ZM8985,Zambia,251,-16.50905,26.69154,ZMB048,ZM8985,Kalya balimi,Choma,Southern province,1211,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM8985
ZM9013,Zambia,252,-16.61106,26.79966,ZMB048,ZM9013,NA,Kalomo,Southern province,1304,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM9013
ZM9155,Zambia,253,-12.42228,26.21627,ZMB048,ZM9155,NA,Kalumbila,North-western province,1312,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM9155
ZM8995,Zambia,254,-16.53412,26.69318,ZMB048,ZM8995,Bena Vicky,Choma,Southern province,1230,keep,Zambia,Zambia,Cluster6,Cluster6,keep,keep,DSp22-7458_1,ZM8995
ZM9010,Zambia,255,-16.61106,26.79966,ZMB048,ZM9010,Kasempa,Kalomo,Southern province,1304,keep,Zambia,Zambia,Cluster1,Cluster4,keep,keep,DSp22-7458_1,ZM9010
ZM8976,Zambia,256,-16.54198,26.6679,ZMB048,ZM8976,Mkushi,Choma,Southern province,1244,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8976
ZM8964_2,Zambia,257,-16.51255,26.68789,ZMB048,ZM8964,Shanga ubone,Choma,Southern province,1197,keep,copy,copy2,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8964_2
ZM8978,Zambia,258,-16.54198,26.6679,ZMB048,ZM8978,Bina Vicky,Choma,Southern province,1244,keep,Zambia,Zambia,Cluster5,Cluster1,keep,keep,DSp22-7458_1,ZM8978
ZM8990,Zambia,259,-16.50905,26.69154,ZMB048,ZM8990,Carrot,Choma,Southern province,1211,keep,Zambia,Zambia,Cluster3,Cluster5,keep,keep,DSp22-7458_1,ZM8990
